asn,network_provider,domain,route,type,country
AS16735,ALGAR TELECOM S/A,algartelecom.com.br,201.16.192.0/18,isp,166
AS45899,VNPT Corp,vnptcorp.com,14.190.80.0/20,isp,133
AS36352,ColoCrossing,colocrossing.com,172.245.160.0/22,hosting,211
AS61157,PlusServer GmbH,plusserver.com,87.230.96.0/21,hosting,177
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.174.0/23,hosting,124
AS5607,Sky UK Limited,sky.com,176.24.0.0/14,isp,183
AS42473,ANEXIA Internetdienstleistungs GmbH,anexia-it.com,178.255.154.0/24,hosting,203
AS14061,DigitalOcean,digitalocean.com,103.253.144.0/22,hosting,130
AS14061,DigitalOcean,digitalocean.com,138.68.16.0/20,hosting,211
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.46.0/23,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.100.0/22,hosting,124
AS45528,Tikona Infinet Ltd.,tikona.in,113.193.31.0/24,isp,128
AS53173,ARENANET TEL COM E SERV EM INF LTDA,provedorarenanet.com.br,186.225.80.0/24,isp,166
AS10429,TELEFONICA BRASIL S.A,telefonica.com.br,177.16.0.0/14,isp,166
AS132676,Universitas Sriwijaya,unsri.ac.id,103.208.137.0/24,edu,132
AS37963,Hangzhou Alibaba Advertising Co.,cnnic.cn,106.15.0.0/16,hosting,124
AS8047,GENERAL COMMUNICATION INC.,gci.com,72.42.128.0/18,isp,211
AS201848,Trader soft LLC,None,89.223.88.0/21,hosting,185
AS197695,Domain names registrar REG.RU Ltd,bloomberg.com,194.67.93.0/24,hosting,185
AS6830,Liberty Global B.V.,libertyglobal.com,81.18.192.0/21,isp,178
AS2856,British Telecommunications PLC,btplc.com,86.128.0.0/10,isp,183
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,36.89.128.0/17,hosting,132
AS14618,Amazon.com,amazon.com,3.80.0.0/12,hosting,211
AS46573,Global Frag Networks,globalfrag.com,104.223.197.0/24,hosting,211
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.145.32.0/19,isp,167
AS31334,Vodafone Kabel Deutschland GmbH,vodafone.de,188.194.0.0/17,isp,177
AS34984,TELLCOM ILETISIM HIZMETLERI A.S.,superonline.net,91.93.0.0/16,isp,149
AS262343,Net Aki Internet Ltda,netaki.com.br,177.126.128.0/20,isp,166
AS22612,Namecheap,namecheap.com,192.64.116.0/24,hosting,211
AS3758,SingNet,singnet.com.sg,58.185.183.0/24,isp,130
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.69.228.0/24,isp,133
AS5483,Magyar Telekom plc.,telekom.hu,84.0.0.0/14,isp,199
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.112.0/20,hosting,124
AS5483,Magyar Telekom plc.,telekom.hu,194.149.32.0/19,isp,199
AS34984,TELLCOM ILETISIM HIZMETLERI A.S.,superonline.net,84.51.0.0/18,isp,149
AS34145,JSC ER-Telecom Holding,ertelecom.ru,46.236.160.0/22,isp,185
AS7552,Viettel Group,viettel.com.vn,171.243.120.0/21,isp,133
AS63646,Beijing Xiaoju Science and Technology Co.,didiglobal.com,116.85.66.0/24,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.132.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.45.240.0/20,isp,124
AS28665,Predlink Rede de Telecomuniccoes Ltda,predialnet.com.br,177.12.0.0/19,isp,166
AS37684,Angani Limited,angani.co,62.12.119.0/24,hosting,230
AS17621,China Unicom Shanghai network,mychinaunicom.com,58.246.0.0/16,isp,124
AS197540,netcup GmbH,netcup.eu,193.31.24.0/22,hosting,177
AS56041,China Mobile communications corporation,chinamobileltd.com,211.140.112.0/21,isp,124
AS56209,R. K. INFRATEL LIMITED,rkinfratel.com,202.47.116.0/24,isp,128
AS24000,24.hk global BGP,nlidc.com,154.221.1.0/24,isp,134
AS4812,China Telecom (Group),chinatelecom-h.com,113.31.112.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.112.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.89.240.0/21,hosting,124
AS132203,Tencent Building, tencent.com,124.156.100.0/22,isp,134
AS4788,TM Net Internet Service Provider,tm.com.my,60.48.224.0/19,isp,136
AS267180,edmundo antonio borba da silveira-me,None,45.231.12.0/22,isp,166
AS28573,CLARO S.A.,claro.com.br,179.212.0.0/16,isp,166
AS55828,Drik ICT Ltd,drikict.net,121.200.61.0/24,isp,141
AS133557,Loop Networks Pvt. Ltd.,loopnet.com.np,103.75.149.0/24,isp,157
AS134331,Smartlink Solutions Pvt. Ltd.,smartlinkindia.com,103.96.220.0/24,isp,128
AS16276,OVH SAS,ovh.com,54.38.0.0/16,hosting,177
AS56040,China Mobile communications corporation,chinamobileltd.com,183.232.0.0/16,isp,124
AS136190,JINHUA ZHEJIANG Province P.R.China.,jinhua.gov.cn,115.231.130.0/24,gov,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.24.0/23,hosting,124
AS42926,Radore Veri Merkezi Hizmetleri A.S.,radore.com,176.53.43.0/24,hosting,149
AS23724, China Telecommunications Corporation,None,119.61.0.0/19,hosting,124
AS51167,Contabo GmbH,contabo.de,5.189.160.0/20,hosting,177
AS3269,Telecom Italia S.p.A.,tim.it,79.10.0.0/15,isp,176
AS7684,SAKURA Internet Inc.,sakura.ad.jp,133.242.0.0/16,hosting,129
AS24086,Viettel Corporation,viettel.com.vn,116.97.208.0/21,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,182.254.162.0/23,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.224.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.199.78.0/23,hosting,124
AS3786,LG DACOM Corporation,uplus.co.kr,118.128.0.0/14,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.32.0/20,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,132.232.224.0/20,hosting,124
AS23650,AS Number for CHINANET jiangsu province backbone,None,121.227.30.0/23,isp,124
AS9498,BHARTI Airtel Ltd.,airtel.in,182.76.96.0/19,isp,128
AS38661,,None,211.241.128.0/17,isp,125
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.90.0/23,hosting,124
AS24173,Netnam Company,netnam.vn,119.17.221.0/24,isp,133
AS12322,Free SAS,sas.com,91.160.0.0/12,isp,175
AS4812,China Telecom (Group),chinatelecom-h.com,103.242.168.0/23,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.2.0/23,hosting,124
AS4134,Jin-rong Street,None,125.78.0.0/15,isp,124
AS14061,DigitalOcean,digitalocean.com,142.93.48.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,157.230.160.0/20,hosting,211
AS6327,Shaw Communications Inc.,shaw.ca,70.77.44.0/22,isp,210
AS10429,TELEFONICA BRASIL S.A,telefonica.com.br,200.206.0.0/17,isp,166
AS16509,Amazon.com,amazon.com,15.206.0.0/15,business,128
AS2119,Telenor Norge AS,telenor.no,88.88.0.0/13,isp,200
AS8359,MTS PJSC,mts.ru,91.76.0.0/14,isp,185
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.48.0/22,hosting,124
AS15169,Google LLC,google.com,34.76.0.0/14,hosting,189
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,148.70.192.0/20,isp,124
AS14061,DigitalOcean,digitalocean.com,167.71.240.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,142.93.160.0/20,hosting,177
AS4134,Jin-rong Street,None,124.236.0.0/14,isp,124
AS14061,DigitalOcean,digitalocean.com,206.189.160.0/20,hosting,211
AS16509,Amazon.com,amazon.com,35.180.0.0/16,hosting,175
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,58.240.0.0/15,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.232.176.0/20,isp,124
AS7018,AT&T Services,att.com,99.184.0.0/13,isp,211
AS29182,JSC The First,firstvds.ru,82.146.52.0/23,hosting,185
AS14061,DigitalOcean,digitalocean.com,157.230.0.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,67.205.144.0/20,hosting,211
AS262417,Gustavo Zanatta e Cia Ltda,ultranet.inf.br,177.37.71.0/24,isp,166
AS8075,Microsoft Corporation,microsoft.com,20.184.0.0/13,hosting,211
AS8228,SFR SA,alticefrance.com,78.112.0.0/12,isp,175
AS263100,cconnect acesso a internet ltda,cconnect.com.br,186.250.88.0/22,isp,166
AS6535,Telmex Servicios Empresariales S.A.,all.biz,179.4.0.0/18,isp,168
AS45194,Syscon Infoway Pvt. Ltd.,sysconinfoway.com,183.87.157.0/24,isp,128
AS9318,,None,114.200.0.0/13,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,58.87.68.0/22,hosting,124
AS17638,ASN for TIANJIN Provincial Net of CT,None,221.238.128.0/18,isp,124
AS39651,Com Hem AB,comhem.se,83.251.224.0/19,isp,187
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,182.254.240.0/23,hosting,124
AS4766,Korea Telecom,kt.com,222.122.0.0/16,isp,125
AS24560,Bharti Airtel Telemedia Services,airtel.in,122.160.48.0/22,isp,128
AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,iam.ma,102.48.0.0/13,hosting,227
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.199.18.0/23,hosting,124
AS24940,Hetzner Online GmbH,hetzner.de,95.217.0.0/16,hosting,204
AS17885,PT Excelcomindo Pratama,xl.co.id,121.52.41.0/24,isp,132
AS9318,,None,175.120.0.0/13,isp,125
AS3462,Data Communication Business Group,cht.com.tw,211.23.0.0/16,isp,127
AS132203,Tencent Building, tencent.com,119.28.58.0/23,hosting,134
AS23724, China Telecommunications Corporation,None,120.133.0.0/16,hosting,124
AS17638,ASN for TIANJIN Provincial Net of CT,None,103.233.4.0/22,isp,124
AS17754,Excellmedia,excellmedia.net,202.133.56.0/24,isp,128
AS63835,No.293 Wanbao Avenue,None,175.6.96.0/20,isp,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,203.86.0.0/20,isp,124
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,201.47.128.0/18,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.32.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,212.64.48.0/20,isp,124
AS7160,Oracle Corporation,oracle.com,140.86.0.0/16,hosting,182
AS16276,OVH SAS,ovh.com,198.50.128.0/17,hosting,210
AS31898,Oracle Corporation,oracle.com,140.238.32.0/20,hosting,129
AS14061,DigitalOcean,digitalocean.com,157.230.144.0/20,hosting,211
AS11014,CPS,cps.gov.ar,190.104.245.0/24,gov,169
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,154.8.144.0/20,hosting,124
AS45650,Vianet Communications Pvt. Ltd.,vianet.com.np,110.44.116.0/23,isp,157
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.204.128.0/19,hosting,124
AS28178,Networld Provedor e Servicos de Internet Ltda,nwi.com.br,177.75.12.0/22,isp,166
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,140.143.16.0/20,hosting,124
AS4812,China Telecom (Group),chinatelecom-h.com,120.92.152.0/21,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,218.28.0.0/15,isp,124
AS4755,TATA Communications formerly VSNL is Leading ISP,tatacommunications.com,14.143.0.0/22,isp,128
AS25820,IT7 Networks Inc,it7.net,104.224.148.0/22,hosting,211
AS14061,DigitalOcean,digitalocean.com,206.189.192.0/20,hosting,211
AS4134,Jin-rong Street,None,36.48.0.0/16,isp,124
AS266537,BRICK TELECOMUNICACOES,bricktelecom.com.br,45.65.196.0/24,isp,166
AS4847,China Networks Inter-Exchange,None,124.193.0.0/17,isp,124
AS56048,China Mobile Communicaitons Corporation,chinamobileltd.com,223.72.0.0/16,isp,124
AS12389,PJSC Rostelecom,rt.ru,78.36.0.0/19,isp,185
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.199.94.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,139.208.0.0/13,isp,124
AS5650,Frontier Communications of America,frontier.com,47.200.0.0/14,isp,211
AS19437,SECURED SERVERS LLC,phoenixnap.com,192.198.204.0/22,hosting,211
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.60.0/23,hosting,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.104.0/23,hosting,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,202.105.96.0/19,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.110.0/23,hosting,124
AS16735,ALGAR TELECOM S/A,algartelecom.com.br,201.16.128.0/18,isp,166
AS12963,Scientific -Industrial Firm Volz Ltd,volz.ua,213.160.156.0/24,isp,179
AS14061,DigitalOcean,digitalocean.com,178.62.192.0/18,hosting,182
AS132203,Tencent Building, tencent.com,119.28.90.0/23,hosting,134
AS14178,Megacable Comunicaciones de Mexico de C.V.,megacable.com.mx,201.149.48.0/22,isp,214
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.28.192.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.136.0/22,hosting,124
AS133481,AIS Fibre,ais.co.th,184.22.32.0/22,isp,131
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.102.0/23,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.190.0/23,hosting,124
AS16347,ADISTA SAS,adista.fr,31.207.32.0/21,isp,175
AS10620,Telmex Colombia S.A.,telmexla.net.co,181.50.251.0/24,isp,167
AS25820,IT7 Networks Inc,it7.net,107.182.184.0/21,hosting,211
AS31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,sbb.rs,89.216.0.0/17,isp,205
AS7018,AT&T Services,att.com,107.128.0.0/12,isp,211
AS134705,Itace International Limited,itace.cc,103.117.120.0/24,hosting,134
AS6856,IC-VORONEZH,vrn.ru,195.98.64.0/20,isp,185
AS45899,VNPT Corp,vnptcorp.com,14.189.32.0/20,isp,133
AS17816,China UnicomIP network China169 Guangdong province,chinaunicom.cn,27.40.0.0/13,isp,124
AS51167,Contabo GmbH,contabo.de,79.143.186.0/23,hosting,177
AS3786,LG DACOM Corporation,uplus.co.kr,211.170.0.0/16,isp,125
AS58326,Fort IT Services Ltd,fort-it.net,91.106.208.0/21,isp,192
AS17816,China UnicomIP network China169 Guangdong province,chinaunicom.cn,124.207.128.0/17,isp,124
AS4134,Jin-rong Street,None,114.224.0.0/12,isp,124
AS38732,CMC Telecom Infrastructure Company,cmctelecom.vn,115.146.121.0/24,hosting,133
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,116.153.0.0/16,isp,124
AS58466,CHINANET Guangdong province network,None,106.75.128.0/20,isp,124
AS30969,Zimbabwe Online (Private) Ltd.,zol.co.zw,196.27.96.0/19,isp,239
AS3356,Level 3 Parent,level3.com,4.0.0.0/9,hosting,211
AS131293,TOT Public Company Limited,tot.co.th,1.179.137.0/24,isp,131
AS47513,FOP Zubenko Volodimir Oleksandrovich,skyline.kh.ua,46.150.0.0/19,isp,179
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.89.108.0/23,hosting,124
AS201814,Meverywhere sp. z o.o.,meverywhere.pl,95.214.52.0/22,hosting,178
AS8075,Microsoft Corporation,microsoft.com,52.152.0.0/13,hosting,211
AS24560,Bharti Airtel Telemedia Services,airtel.in,122.161.240.0/20,isp,128
AS6871,British Telecommunications PLC,btplc.com,80.229.0.0/16,isp,183
AS202468,Noyan Abr Arvan Co. ( Private Joint Stock),arvan.ir,193.176.242.0/24,hosting,140
AS14061,DigitalOcean,digitalocean.com,107.170.128.0/19,hosting,211
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.144.160.0/19,isp,167
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.45.224.0/20,isp,124
AS23650,AS Number for CHINANET jiangsu province backbone,None,222.186.20.0/24,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.144.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,192.144.128.0/18,hosting,124
AS265032,IRANET TELECOM,iranettelecom.com.br,170.150.72.0/23,isp,166
AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,iam.ma,41.248.0.0/15,isp,227
AS4134,Jin-rong Street,None,1.80.0.0/13,isp,124
AS7545,TPG Telecom Limited,tpg.com.au,220.244.58.0/23,isp,250
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.13.20.0/23,hosting,124
AS60132,ACORUS NETWORKS SAS,acorus-networks.com,185.56.153.0/24,business,175
AS4134,Jin-rong Street,None,42.248.0.0/15,isp,124
AS36445,Coextro,coextro.com,149.248.96.0/20,isp,210
AS38457,Honesty Net Solution (I) Pvt Ltd,hns.net.in,120.88.46.0/24,isp,128
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,118.97.213.0/24,hosting,132
AS16509,Amazon.com,amazon.com,54.186.0.0/15,hosting,211
AS202468,Noyan Abr Arvan Co. ( Private Joint Stock),arvan.ir,5.253.27.0/24,hosting,140
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.192.0/20,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.233.160.0/20,isp,124
AS4800,Network Access Provider and Internet Service Provider,wikipedia.org,183.91.77.0/24,isp,132
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,154.8.208.0/20,hosting,124
AS7738,Telemar Norte Leste S.A.,oi.net.br,179.70.128.0/18,isp,166
AS4812,China Telecom (Group),chinatelecom-h.com,61.151.128.0/17,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.116.0/22,hosting,124
AS56046,China Mobile communications corporation,chinamobileltd.com,223.68.32.0/19,isp,124
AS7018,AT&T Services,att.com,66.136.0.0/13,isp,211
AS9318,,None,222.232.0.0/13,isp,125
AS25490,PJSC Rostelecom,rt.ru,83.239.32.0/21,isp,185
AS4766,Korea Telecom,kt.com,59.24.0.0/13,isp,125
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.231.88.0/22,hosting,124
AS132203,Tencent Building, tencent.com,150.109.146.0/23,hosting,134
AS34037,VARDAS.LT UAB,vardas.lt,141.136.32.0/20,isp,181
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,94.191.0.0/20,hosting,124
AS4134,Jin-rong Street,None,117.64.0.0/13,isp,124
AS12334,R Cable y Telecomunicaciones Galicia,mundo-r.com,77.27.128.0/18,isp,184
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.155.48.0/20,isp,124
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.159.112.0/21,isp,166
AS8167,Brasil Telecom S/A - Filial Distrito Federal,oi.net.br,201.40.192.0/18,isp,166
AS16735,ALGAR TELECOM S/A,algartelecom.com.br,200.233.128.0/18,isp,166
AS133255,Elxer Communications Private Limited,elxer.com,45.124.144.0/24,isp,128
AS24348,CERNET2 IX at Tsinghua University,None,166.111.0.0/17,edu,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.20.0/23,hosting,124
AS4134,Jin-rong Street,None,221.232.0.0/14,isp,124
AS36914,Kenya Education Network,kenet.or.ke,41.89.0.0/18,isp,230
AS14061,DigitalOcean,digitalocean.com,157.230.48.0/20,hosting,211
AS58466,CHINANET Guangdong province network,None,106.75.144.0/20,isp,124
AS1916,Associacao Rede Nacional de Ensino e Pesquisa,rnp.br,200.129.240.0/20,hosting,166
AS3786,LG DACOM Corporation,uplus.co.kr,103.55.191.0/24,isp,125
AS45899,VNPT Corp,vnptcorp.com,14.177.224.0/20,isp,133
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.70.144.0/20,isp,133
AS37292,Omnium des Telecom et de lInternet (OTI Telecom),otitelecom.com,154.127.32.0/24,isp,240
AS16509,Amazon.com,amazon.com,52.77.0.0/16,hosting,130
AS7738,Telemar Norte Leste S.A.,oi.net.br,191.43.0.0/18,isp,166
AS37943,ZhengZhou GIANT Computer Network Technology ,cnnic.cn,122.114.0.0/16,isp,124
AS53180,Infortel Telecomunicacoes e Servicos EIRELI - ME,inforteltelecom.com.br,186.226.169.0/24,isp,166
AS134762,CHINANET Sichuan province Chengdu MAN network,None,43.226.144.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.231.242.0/23,hosting,124
AS4134,Jin-rong Street,None,121.60.0.0/14,isp,124
AS23724, China Telecommunications Corporation,None,119.2.16.0/20,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,111.205.0.0/18,isp,124
AS3549,Level 3 Parent,level3.com,64.213.148.0/24,isp,211
AS24086,Viettel Corporation,viettel.com.vn,116.106.152.0/21,isp,133
AS51132,Arkaden Konsult AB,arkaden.se,185.95.160.0/22,isp,187
AS134869,DHL BROADBAND NET P LIMITED,dhlbroadbandnet.com,103.103.237.0/24,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.52.112.0/20,hosting,124
AS27747,Telecentro S.A.,telecentro.com.ar,181.44.0.0/20,hosting,169
AS44412,PJSC Rostelecom,rt.ru,212.94.0.0/20,isp,185
AS49641,OOO Alfacom,netwi.ru,188.64.128.0/21,isp,185
AS45820,Tata Teleservices ISP AS,tatateleservices.com,49.249.239.0/24,isp,128
AS9318,,None,110.15.0.0/16,isp,125
AS8075,Microsoft Corporation,microsoft.com,51.116.0.0/16,hosting,177
AS8075,Microsoft Corporation,microsoft.com,52.146.0.0/15,hosting,211
AS8075,Microsoft Corporation,microsoft.com,137.135.0.0/16,hosting,193
AS4755,TATA Communications formerly VSNL is Leading ISP,tatacommunications.com,115.111.180.0/22,isp,128
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,210
AS8075,Microsoft Corporation,microsoft.com,51.140.0.0/14,hosting,183
AS3786,LG DACOM Corporation,uplus.co.kr,210.206.0.0/16,isp,125
AS8075,Microsoft Corporation,microsoft.com,104.208.0.0/13,hosting,211
AS8075,Microsoft Corporation,microsoft.com,40.127.0.0/19,hosting,221
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,182
AS8075,Microsoft Corporation,microsoft.com,137.135.0.0/16,hosting,211
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,130
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,182
AS8075,Microsoft Corporation,microsoft.com,23.102.0.0/16,hosting,211
AS20001,Charter Communications Inc,spectrum.com,76.176.0.0/16,isp,211
AS4761,INDOSAT Internet Network Provider,indosatooredoo.com,114.7.0.0/16,isp,132
AS53184,INB Telecom EIRELI - ME,inbtelecom.com.br,177.73.2.0/23,hosting,166
AS8075,Microsoft Corporation,microsoft.com,23.96.0.0/14,hosting,211
AS4761,INDOSAT Internet Network Provider,indosatooredoo.com,114.7.164.0/24,isp,132
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,130
AS8075,Microsoft Corporation,microsoft.com,65.52.0.0/14,hosting,211
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,134
AS45102,Alibaba (US) Technology Co.,alibabagroup.com,8.208.0.0/17,hosting,130
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,250
AS8075,Microsoft Corporation,microsoft.com,20.40.0.0/13,hosting,129
AS8075,Microsoft Corporation,microsoft.com,51.104.0.0/15,hosting,183
AS8075,Microsoft Corporation,microsoft.com,20.184.0.0/13,hosting,130
AS8075,Microsoft Corporation,microsoft.com,51.144.0.0/15,hosting,182
 None, None, None, None, None,250
 None, None, None, None, None,129
AS8075,Microsoft Corporation,microsoft.com,20.184.0.0/13,hosting,175
AS8075,Microsoft Corporation,microsoft.com,52.136.0.0/13,hosting,183
AS8075,Microsoft Corporation,microsoft.com,137.116.0.0/15,hosting,182
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,128
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,129
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,193
AS199524,G-Core Labs S.A.,gcorelabs.com,92.223.105.0/24,hosting,196
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,182
AS8075,Microsoft Corporation,microsoft.com,51.10.0.0/15,hosting,183
AS14061,DigitalOcean,digitalocean.com,159.65.224.0/20,hosting,211
AS8075,Microsoft Corporation,microsoft.com,51.136.0.0/15,hosting,183
AS7552,Viettel Group,viettel.com.vn,115.75.32.0/21,isp,133
AS8075,Microsoft Corporation,microsoft.com,104.208.0.0/13,hosting,129
AS8075,Microsoft Corporation,microsoft.com,70.37.0.0/17,hosting,211
AS8075,Microsoft Corporation,microsoft.com,52.152.0.0/13,hosting,129
AS25820,IT7 Networks Inc,it7.net,104.153.96.0/21,hosting,211
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,125
AS14061,DigitalOcean,digitalocean.com,157.230.96.0/20,hosting,177
AS8075,Microsoft Corporation,microsoft.com,51.103.0.0/16,hosting,188
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.106.0/23,hosting,124
AS8075,Microsoft Corporation,microsoft.com,52.224.0.0/11,hosting,129
AS8075,Microsoft Corporation,microsoft.com,51.132.0.0/16,hosting,183
AS8075,Microsoft Corporation,microsoft.com,52.148.0.0/14,hosting,211
AS8075,Microsoft Corporation,microsoft.com,52.160.0.0/11,hosting,128
AS8075,Microsoft Corporation,microsoft.com,23.96.0.0/14,hosting,130
AS3462,Data Communication Business Group,cht.com.tw,114.35.0.0/16,isp,127
 None, None, None, None, None,125
AS8075,Microsoft Corporation,microsoft.com,102.133.128.0/17,hosting,221
AS8075,Microsoft Corporation,microsoft.com,40.64.0.0/10,hosting,193
AS38700,,None,49.247.128.0/17,hosting,125
AS18779,EGIHosting,egihosting.com,172.252.176.0/21,isp,211
AS15169,Google LLC,google.com,104.198.224.0/19,hosting,211
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,117.139.128.0/18,isp,124
AS56041,China Mobile communications corporation,chinamobileltd.com,112.17.0.0/16,isp,124
AS8075,Microsoft Corporation,microsoft.com,13.64.0.0/11,hosting,134
AS8075,Microsoft Corporation,microsoft.com,168.61.0.0/16,hosting,211
AS133115,HK Kwaifong Group Limited,lkfgroup.com,154.83.17.0/24,hosting,211
AS26599,TELEFONICA BRASIL S.A,telefonica.com.br,179.92.0.0/15,isp,166
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,36.70.168.0/21,isp,132
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.248.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,159.203.64.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,132.232.96.0/20,hosting,124
AS8075,Microsoft Corporation,microsoft.com,51.140.0.0/14,hosting,211
